student_id,full_name,gender,major,overall_average_score,overall_attendance_percentage,course_count,failed_courses
5273,Ravindu Wijesinghe,Male,Biology,89.27,63.34,20,0
9558,Madhavi Silva,Female,Mathematics,89.26,70.3,17,0
10028,Nethmi Jayasinghe,Female,Mathematics,89.25,71.64,17,0
10666,Piumi Gunawardena,Female,Biology,89.25,63.04,23,0
2995,Diana Ray,Female,Mathematics,89.24,69.66,18,0
10120,Hiruni Rajapaksha,Female,Computer Science,89.24,68.42,25,0
5052,Nadeesha Wijesinghe,Female,Biology,89.24,67.04,22,0
3811,Dinithi Herath,Female,Computer Science,89.24,65.78,20,0
1969,Edward Haney,Female,Biology,89.24,64.32,20,0
4964,Amandi Silva,Female,Computer Science,89.23,76.25,19,0
7558,Madhavi Abeysekera,Female,Biology,89.23,76.21,18,0
7877,Lahiru Perera,Male,Computer Science,89.23,64.57,22,0
3892,Amandi Dias,Female,Mathematics,89.22,71.88,23,0
3759,Hiruni Rajapaksha,Female,Biology,89.22,64.75,19,0
8282,Chamara Silva,Male,Computer Science,89.21,72.99,20,0
9023,Kasun Perera,Male,Computer Science,89.21,70.86,19,0
6888,Kavindi Rajapaksha,Female,Computer Science,89.21,70.04,24,0
7462,Rashmi Gunawardena,Female,Mathematics,89.21,68.39,20,0
2679,Laura Lopez,Female,Physics,89.21,67.6,21,0
8390,Ishara Ranatunga,Male,Computer Science,89.2,78.28,20,0
10947,Lahiru Wijesinghe,Male,Mathematics,89.2,70.23,20,0
4770,Chamara Silva,Male,Biology,89.19,66.1,23,0
6253,Rashmi Ekanayake,Female,Mathematics,89.18,68.59,23,0
7087,Nadeesha Fernando,Female,Physics,89.17,73.02,20,0
10502,Dilan Abeysekera,Male,Mathematics,89.17,71.1,18,0
8070,Rashmi Ranatunga,Female,Physics,89.17,64.0,20,0
2386,Scott Williams,Male,Physics,89.16,72.72,18,0
6790,Ishani Madushanka,Female,Mathematics,89.16,68.34,20,0
9526,Sashini Perera,Female,Mathematics,89.16,66.01,22,0
1725,Margaret Morgan,Female,Computer Science,89.16,63.46,25,0
4093,Amandi Gunawardena,Female,Physics,89.14,73.75,22,0
6773,Piumi Gunawardena,Female,Computer Science,89.14,68.84,25,0
10404,Hiruni Gunawardena,Female,Biology,89.14,67.16,24,0
8068,Supun Ekanayake,Male,Computer Science,89.14,66.97,19,0
1296,Darryl Anderson,Male,Computer Science,89.13,75.92,22,0
5199,Dilini Rajapaksha,Female,Mathematics,89.13,71.47,20,0
7194,Nadeesha Dias,Female,Physics,89.12,72.39,19,0
1678,Alyssa Moreno,Male,Physics,89.12,71.97,22,0
8586,Nethmi Fernando,Female,Computer Science,89.12,70.52,20,0
7269,Hiruni Herath,Female,Physics,89.12,69.31,17,0
3732,Sahan Herath,Male,Computer Science,89.12,67.23,24,0
4429,Kusal Senanayake,Male,Mathematics,89.12,66.87,22,0
8771,Nadeesha Senanayake,Female,Computer Science,89.11,73.03,17,0
9154,Nimal Abeysekera,Male,Mathematics,89.11,66.04,21,0
7557,Kasun Ekanayake,Male,Biology,89.1,71.44,24,0
6788,Kusal Perera,Male,Physics,89.1,68.6,19,0
10207,Shehan Perera,Male,Mathematics,89.09,66.35,17,0
4763,Nimal Madushanka,Male,Mathematics,89.08,68.79,19,0
6910,Ravindu Herath,Male,Physics,89.08,68.07,16,0
5592,Tharindu Madushanka,Male,Computer Science,89.08,65.09,22,0
7064,Supun Ekanayake,Male,Physics,89.08,63.72,20,0
10419,Sachini Dias,Female,Physics,89.07,77.45,19,0
9646,Ayesh Fernando,Male,Physics,89.07,68.33,16,0
1130,Maria Lopez,Male,Biology,89.07,63.45,24,0
4758,Nethmi Senanayake,Female,Biology,89.06,68.26,23,0
3094,Chamara Gunawardena,Male,Biology,89.05,73.45,27,0
7653,Piumi Dias,Female,Physics,89.05,68.18,22,0
5134,Nadeesha Peiris,Female,Computer Science,89.05,66.71,20,0
5386,Sachini Perera,Female,Computer Science,89.04,73.0,20,0
8550,Ayesh Fernando,Male,Physics,89.04,65.46,22,0
7651,Sashini Perera,Female,Physics,89.04,60.82,18,0
4193,Rashmi Abeysekera,Female,Biology,89.03,75.12,21,0
2463,Cynthia Thompson,Male,Computer Science,89.03,73.69,19,0
6985,Sanduni Gunawardena,Female,Mathematics,89.03,69.48,18,0
2846,Vanessa Chapman,Female,Biology,89.03,67.34,19,0
2951,Kelly Rodriguez,Female,Computer Science,89.03,64.66,18,0
5950,Dilini Abeysekera,Female,Physics,89.02,72.13,20,0
10926,Sanduni Abeysekera,Female,Biology,89.01,70.34,21,0
8047,Sanduni Senanayake,Female,Biology,89.01,69.64,21,0
2625,Ryan Adams,Female,Physics,89.01,66.95,22,0
9701,Sanduni Gunawardena,Female,Biology,89.01,64.67,19,0
10941,Dilan Jayasinghe,Male,Mathematics,88.99,73.12,22,0
6225,Nadeesha Senanayake,Female,Physics,88.99,68.98,21,0
9327,Ayesh Madushanka,Male,Physics,88.98,69.84,19,0
1163,Richard Watts,Male,Computer Science,88.98,67.84,15,0
7681,Kavindi Rajapaksha,Female,Physics,88.98,63.79,15,0
4606,Shehan Dias,Male,Biology,88.97,71.76,24,0
9132,Ishani Rajapaksha,Female,Biology,88.97,68.73,19,0
5124,Rashmi Silva,Female,Computer Science,88.97,67.37,25,0
1991,Kevin Marshall,Female,Physics,88.96,74.89,16,0
10146,Nethmi Madushanka,Female,Biology,88.96,72.25,24,0
1072,Andrea Ward,Male,Biology,88.96,68.96,20,0
2378,Kiara Brewer,Male,Biology,88.96,68.63,19,0
6023,Sachini Dias,Female,Computer Science,88.96,68.33,22,0
3882,Sanduni Silva,Female,Mathematics,88.96,65.47,25,0
5520,Naveen Peiris,Male,Physics,88.95,65.2,23,0
8608,Kavindi Gunawardena,Female,Physics,88.95,64.79,20,0
10116,Hiruni Herath,Female,Computer Science,88.94,70.32,22,0
2393,Jessica Simon,Male,Computer Science,88.94,69.31,24,0
10685,Chamara Ranatunga,Male,Mathematics,88.93,77.99,17,0
8564,Nadeesha Senanayake,Female,Physics,88.93,74.82,17,0
8115,Naveen Ekanayake,Male,Biology,88.93,70.44,26,0
1792,Daniel Martinez,Male,Biology,88.91,75.05,21,0
5859,Kasun Abeysekera,Male,Biology,88.91,70.99,22,0
9140,Kasun Peiris,Male,Computer Science,88.91,70.01,21,0
1908,Danielle Holland,Female,Physics,88.91,68.79,22,0
3256,Kasun Peiris,Male,Computer Science,88.91,68.0,20,0
4019,Nadeesha Madushanka,Female,Mathematics,88.91,64.12,19,0
9651,Tharindu Ekanayake,Male,Computer Science,88.9,70.59,19,0
9761,Sanduni Wijesinghe,Female,Mathematics,88.9,68.2,20,0
3485,Shehan Fernando,Male,Mathematics,88.9,66.08,21,0
6700,Kusal Ranatunga,Male,Mathematics,88.89,73.88,18,0
8947,Rashmi Herath,Female,Physics,88.89,72.81,24,0
7735,Ishani Perera,Female,Physics,88.89,69.8,24,0
9331,Nadeesha Fernando,Female,Physics,88.89,69.61,22,0
7460,Piumi Ekanayake,Female,Computer Science,88.89,68.24,22,0
3487,Kavindi Peiris,Female,Mathematics,88.89,66.51,15,0
2990,Amanda Moore,Female,Mathematics,88.88,68.15,20,0
4800,Nethmi Fernando,Female,Computer Science,88.88,67.76,16,0
1227,Brittany Medina,Male,Physics,88.87,73.31,21,0
2157,Jesse Willis,Male,Computer Science,88.87,69.16,20,0
8553,Hiruni Jayasinghe,Female,Computer Science,88.87,66.93,20,0
4467,Sachini Peiris,Female,Biology,88.87,65.6,21,0
4496,Tharushi Abeysekera,Female,Mathematics,88.87,64.64,22,0
9713,Ishara Senanayake,Male,Mathematics,88.86,64.04,22,0
2765,Jessica Powell,Male,Biology,88.85,67.04,23,0
5072,Rashmi Senanayake,Female,Biology,88.85,64.39,23,0
3185,Naveen Herath,Male,Mathematics,88.84,72.87,16,0
8337,Rashmi Gunawardena,Female,Mathematics,88.84,68.3,19,0
8577,Ayesh Rajapaksha,Male,Computer Science,88.84,65.65,20,0
7325,Kasun Abeysekera,Male,Physics,88.83,70.31,22,0
3176,Kavindi Perera,Female,Mathematics,88.83,67.57,20,0
6133,Nethmi Herath,Female,Mathematics,88.83,61.26,18,0
9141,Sachini Senanayake,Female,Physics,88.82,68.23,23,0
4029,Amandi Rajapaksha,Female,Mathematics,88.82,63.84,16,0
1566,Shelby Compton,Female,Biology,88.81,72.78,17,0
9011,Piumi Fernando,Female,Computer Science,88.8,70.81,23,0
1632,Wanda Stein,Female,Computer Science,88.8,70.45,27,0
7175,Nadeesha Rajapaksha,Female,Biology,88.79,72.44,20,0
2325,William Mccormick,Male,Mathematics,88.79,68.96,24,0
9135,Sashini Ranatunga,Female,Biology,88.79,67.39,22,0
1573,Alicia Martinez,Male,Biology,88.79,66.73,21,0
7007,Ishara Gunawardena,Male,Mathematics,88.78,71.29,18,0
6816,Hiruni Rajapaksha,Female,Physics,88.78,69.04,20,0
10593,Ishani Senanayake,Female,Mathematics,88.77,73.08,19,0
4130,Naveen Peiris,Male,Mathematics,88.77,69.98,19,0
4089,Sanduni Ekanayake,Female,Biology,88.77,68.94,22,0
8765,Lahiru Fernando,Male,Computer Science,88.77,67.94,19,0
1787,Daniel Pittman,Male,Biology,88.77,67.52,20,0
5039,Dilini Peiris,Female,Physics,88.77,67.0,22,0
2810,Stephanie Kim,Female,Physics,88.76,72.55,21,0
2043,Jessica Shannon,Female,Biology,88.76,70.03,24,0
8344,Tharushi Silva,Female,Physics,88.76,69.92,18,0
8318,Dinithi Dias,Female,Computer Science,88.76,67.83,21,0
2057,Tiffany Dawson,Female,Computer Science,88.76,65.67,23,0
6650,Nimal Dias,Male,,88.75,74.38,23,0
1831,Jonathon Garcia,Male,Mathematics,88.75,70.75,20,0
5934,Tharindu Herath,Male,Physics,88.75,66.54,18,0
3943,Tharushi Ranatunga,Female,Biology,88.74,73.91,22,0
3874,Nethmi Gunawardena,Female,Mathematics,88.74,70.83,20,0
7788,Tharushi Silva,Female,Computer Science,88.74,66.41,21,0
2248,David Garcia,Female,Biology,88.74,65.36,25,0
5685,Kasun Jayasinghe,Male,Mathematics,88.74,64.7,19,0
3388,Naveen Silva,Male,Physics,88.73,67.7,18,0
7934,Sanduni Senanayake,Female,Biology,88.71,70.72,18,0
5518,Nethmi Herath,Female,Mathematics,88.71,70.57,19,0
9560,Ravindu Senanayake,Male,Physics,88.71,70.36,16,0
5274,Madhavi Perera,Female,Biology,88.71,62.16,22,0
3814,Piumi Rajapaksha,Female,Physics,88.7,73.99,20,0
5657,Lahiru Senanayake,Male,Biology,88.7,67.75,21,0
3720,Kavindi Fernando,Female,Biology,88.69,73.99,21,0
6664,Lahiru Ranatunga,Male,Biology,88.69,70.12,19,0
3449,Tharushi Herath,Female,Mathematics,88.69,67.68,20,0
1898,Jesse Garner,Female,Mathematics,88.69,63.75,18,0
2642,Karen Blevins,Female,Mathematics,88.68,67.23,21,0
3348,Ishani Madushanka,Female,Physics,88.67,65.72,21,0
5146,Ishara Peiris,Male,Mathematics,88.67,64.8,19,0
9820,Naveen Senanayake,Male,Computer Science,88.67,63.7,25,0
10425,Tharushi Madushanka,Female,Mathematics,88.66,64.93,20,0
1547,Jessica Bates,Male,Computer Science,88.66,63.72,20,0
8642,Tharushi Gunawardena,Female,Physics,88.65,78.0,19,0
8167,Ishani Rajapaksha,Female,Computer Science,88.65,64.85,22,0
10480,Madhavi Ranatunga,Female,Physics,88.64,71.49,23,0
5672,Nethmi Fernando,Female,Computer Science,88.64,68.48,24,0
2632,Jill Horn,Male,Computer Science,88.64,67.42,21,0
7833,Madhavi Gunawardena,Female,Physics,88.64,66.8,22,0
9950,Ravindu Ekanayake,Male,Mathematics,88.63,75.26,16,0
1065,Amanda Caldwell,Male,Mathematics,88.63,72.97,20,0
2217,James Pacheco,Female,Biology,88.63,68.45,20,0
3994,Kavindi Gunawardena,Female,Biology,88.62,74.68,19,0
9108,Lahiru Senanayake,Male,Mathematics,88.62,65.01,19,0
10447,Kusal Jayasinghe,Male,Computer Science,88.61,70.44,23,0
5117,Tharindu Madushanka,Male,Physics,88.61,68.41,21,0
2078,Jennifer Wilson,Female,Mathematics,88.6,72.22,23,0
1587,Terri Hale,Male,Physics,88.6,69.05,20,0
2944,Benjamin Espinoza,Female,Mathematics,88.6,68.19,20,0
9923,Ishara Herath,Male,Computer Science,88.6,67.22,19,0
9808,Nadeesha Ekanayake,Female,Mathematics,88.59,70.29,15,0
8571,Naveen Ekanayake,Male,Biology,88.59,69.25,21,0
8601,Ravindu Gunawardena,Male,Physics,88.59,68.84,21,0
3893,Nimal Ranatunga,Male,Mathematics,88.58,67.98,18,0
9570,Ayesh Fernando,Male,Mathematics,88.57,67.23,20,0
7252,Dinithi Madushanka,Female,Computer Science,88.57,61.09,20,0
3338,Rashmi Abeysekera,Female,Computer Science,88.56,74.71,21,0
8566,Tharindu Abeysekera,Male,Biology,88.56,73.8,22,0
10026,Kasun Senanayake,Male,Mathematics,88.56,70.43,18,0
8222,Hiruni Wijesinghe,Female,Computer Science,88.56,68.69,23,0
2492,Kimberly Villanueva,Male,Physics,88.56,65.83,25,0
5414,Tharushi Wijesinghe,Female,Biology,88.55,68.33,21,0
2000,Kelly Spencer,Male,Computer Science,88.55,68.17,20,0
6733,Naveen Abeysekera,Male,Computer Science,88.54,71.26,22,0
1431,Christine Morrison,Male,Physics,88.54,66.39,19,0
7061,Dilan Senanayake,Male,Mathematics,88.54,66.25,20,0
10287,Ravindu Peiris,Male,Computer Science,88.52,74.66,20,0
10886,Nimal Madushanka,Male,Computer Science,88.52,68.36,21,0
2979,Brian Garza,Male,Physics,88.52,66.98,25,0
7699,Kusal Wijesinghe,Male,Physics,88.52,64.56,19,0
10300,Hiruni Herath,Female,Physics,88.51,73.9,23,0
1365,Laurie Gamble,Male,Biology,88.51,70.97,26,0
5893,Sachini Abeysekera,Female,Biology,88.51,68.1,18,0
2818,Benjamin Jackson,Female,Mathematics,88.5,67.01,19,0
9730,Ishani Wijesinghe,Female,Mathematics,88.5,57.18,18,0
1759,Brianna Gonzalez,Male,Mathematics,88.49,74.53,27,0
2044,Joshua Bender,Female,Mathematics,88.49,71.61,20,0
7500,Hiruni Senanayake,Female,Mathematics,88.49,61.86,20,0
7844,Nimal Wijesinghe,Male,Biology,88.49,59.67,21,0
3768,Dilini Fernando,Female,Biology,88.48,73.81,16,0
5577,Ayesh Perera,Male,Computer Science,88.48,70.92,23,0
7918,Rashmi Abeysekera,Female,Physics,88.48,69.26,22,0
9324,Piumi Silva,Female,Computer Science,88.48,68.21,18,0
2518,Laura Harris,Male,Physics,88.48,66.93,22,0
4719,Amandi Senanayake,Female,Computer Science,88.48,57.63,20,0
4087,Piumi Rajapaksha,Female,Biology,88.47,73.66,22,0
2514,Brandon Walter,Female,Physics,88.47,71.57,20,0
5650,Ishara Silva,Male,Computer Science,88.46,68.38,23,0
5740,Sanduni Perera,Female,Biology,88.46,63.21,20,0
3231,Nethmi Ranatunga,Female,Mathematics,88.45,75.13,19,0
3869,Kusal Peiris,Male,Physics,88.45,71.15,24,0
2080,Melanie Gonzales,Female,Computer Science,88.45,66.11,23,0
6182,Dilini Gunawardena,Female,Physics,88.45,65.96,23,0
6106,Madhavi Madushanka,Female,Biology,88.44,73.46,17,0
8158,Madhavi Fernando,Female,Physics,88.44,70.41,24,0
4210,Piumi Herath,Female,Biology,88.44,66.85,18,0
8391,Dinithi Silva,Female,Mathematics,88.43,72.9,20,0
3598,Nethmi Rajapaksha,Female,Mathematics,88.43,72.43,19,0
7277,Ishani Gunawardena,Female,Physics,88.43,72.22,20,0
4627,Nethmi Gunawardena,Female,Physics,88.43,68.69,21,0
5487,Lahiru Ranatunga,Male,Computer Science,88.43,65.66,21,0
7219,Ishani Fernando,Female,Biology,88.43,64.66,21,0
5743,Ishara Ranatunga,Male,Biology,88.42,67.69,24,0
5449,Dinithi Ekanayake,Female,Biology,88.41,72.11,20,0
7274,Sashini Abeysekera,Female,Physics,88.41,70.44,23,0
9873,Naveen Ranatunga,Male,Mathematics,88.41,70.05,18,0
3478,Sahan Jayasinghe,Male,Mathematics,88.41,68.59,18,0
5032,Amal Peiris,Male,Biology,88.41,67.24,19,0
7110,Ishani Gunawardena,Female,Mathematics,88.4,69.17,21,0
5135,Ishani Madushanka,Female,Physics,88.39,67.87,21,0
5268,Chamara Perera,Male,Physics,88.39,63.98,21,0
2324,Cameron Rodriguez,Female,Computer Science,88.36,71.99,22,0
2549,Jaime Scott,Female,Mathematics,88.36,71.98,18,0
7356,Kavindi Wijesinghe,Female,Physics,88.36,70.88,19,0
2860,Nicole Morales,Male,Biology,88.36,62.6,20,0
6470,Madhavi Ekanayake,Female,Physics,88.35,71.31,21,0
5763,Ishani Fernando,Female,Biology,88.35,70.14,23,0
10064,Tharindu Ekanayake,Male,Biology,88.35,69.91,23,0
8289,Sanduni Dias,Female,Mathematics,88.35,68.03,23,0
1106,Peter Moreno,Female,Mathematics,88.35,67.03,23,0
7712,Ishani Silva,Female,Physics,88.35,67.01,20,0
1786,Tara Robertson,Male,Mathematics,88.35,66.45,22,0
7257,Ishara Silva,Male,Physics,88.34,65.72,18,0
4482,Kasun Abeysekera,Male,Physics,88.34,65.08,20,0
6073,Dilan Fernando,Male,Biology,88.33,70.88,20,0
9692,Hiruni Herath,Female,Biology,88.33,70.75,21,0
10940,Ishani Wijesinghe,Female,Biology,88.33,69.06,16,0
4357,Sahan Rajapaksha,Male,Mathematics,88.33,68.56,17,0
10518,Dilini Wijesinghe,Female,Computer Science,88.33,67.84,20,0
1951,Christopher Jones,Female,Biology,88.33,66.53,23,0
2361,Sophia Harris,Male,Mathematics,88.33,65.32,22,0
4146,Supun Gunawardena,Male,Physics,88.33,64.63,22,0
10034,Kusal Fernando,Male,Biology,88.32,71.48,19,0
5942,Piumi Abeysekera,Female,Biology,88.32,68.93,20,0
6315,Supun Perera,Male,Physics,88.32,68.57,20,0
6498,Ayesh Jayasinghe,Male,Biology,88.31,72.89,19,0
9021,Sahan Ranatunga,Male,Computer Science,88.31,71.68,22,0
2036,Robert Cowan,Female,Mathematics,88.31,67.83,19,0
6589,Dilan Dias,Male,Biology,88.29,69.46,22,0
6400,Nethmi Senanayake,Female,Computer Science,88.29,64.42,17,0
2839,Veronica Palmer,Male,Physics,88.28,75.2,19,0
4556,Sanduni Gunawardena,Female,Mathematics,88.28,68.85,20,0
1460,Samantha Duke,Female,Computer Science,88.28,62.49,20,0
7151,Piumi Abeysekera,Female,Biology,88.27,69.75,21,0
3789,Piumi Fernando,Female,Computer Science,88.27,67.81,20,0
2410,Holly Odonnell,Male,Biology,88.27,67.67,22,0
1758,Andrea Tyler,Male,Computer Science,88.26,69.13,21,0
7324,Dinithi Ekanayake,Female,Biology,88.26,68.29,20,0
6157,Kusal Dias,Male,Physics,88.25,71.92,23,0
1983,Kimberly Cooper,Female,Mathematics,88.25,65.35,20,0
7559,Ravindu Ranatunga,Male,Biology,88.24,74.84,20,0
7772,Nadeesha Madushanka,Female,Biology,88.24,72.36,19,0
1465,Teresa Lara,Male,Physics,88.24,68.36,23,0
6746,Shehan Madushanka,Male,Computer Science,88.24,61.64,17,0
1443,Daniel Thomas,Male,Computer Science,88.23,71.64,23,0
10840,Dinithi Rajapaksha,Female,Physics,88.23,69.12,19,0
5350,Tharindu Madushanka,Male,Mathematics,88.23,66.34,21,0
2840,Matthew Hall,Male,Biology,88.23,60.91,23,0
2959,Ryan Hendricks,Female,Mathematics,88.22,70.07,18,0
1596,Hannah Welch,Male,Biology,88.22,67.28,26,0
10347,Sahan Silva,Male,Mathematics,88.22,66.98,18,0
7171,Nethmi Senanayake,Female,Mathematics,88.22,63.83,18,0
1754,Bryan Woods,Male,Mathematics,88.21,63.65,19,0
8397,Supun Dias,Male,Computer Science,88.2,69.26,18,0
8362,Madhavi Ekanayake,Female,Biology,88.2,64.99,22,0
10673,Lahiru Jayasinghe,Male,Mathematics,88.19,66.12,20,0
10187,Ayesh Dias,Male,Mathematics,88.18,68.98,19,0
2143,Sarah Schroeder,Female,Mathematics,88.17,72.72,19,0
10045,Sanduni Abeysekera,Female,Physics,88.17,66.47,18,0
9725,Lahiru Jayasinghe,Male,Biology,88.17,65.54,21,0
2389,Christopher Brown,Male,Computer Science,88.16,75.31,19,0
4531,Nimal Dias,Male,Physics,88.16,69.81,19,0
5856,Dinithi Jayasinghe,Female,Biology,88.15,70.67,21,0
10266,Ishani Dias,Female,Biology,88.14,71.98,22,0
4885,Tharindu Fernando,Male,Biology,88.14,65.71,19,0
3763,Ishani Fernando,Female,Physics,88.14,65.6,19,0
7660,Ravindu Perera,Male,Physics,88.14,65.29,21,0
1387,Stephanie Wilson,Female,Biology,88.13,71.49,22,0
5237,Shehan Herath,Male,Biology,88.13,69.89,22,0
6249,Ayesh Silva,Male,Computer Science,88.13,64.48,27,0
8804,Hiruni Abeysekera,Female,Mathematics,88.12,73.11,17,0
10189,Shehan Peiris,Male,Mathematics,88.12,70.09,18,0
1501,Jill Wallace,Female,Computer Science,88.12,69.26,21,0
9702,Sachini Rajapaksha,Female,Biology,88.11,72.9,21,0
9300,Supun Wijesinghe,Male,Computer Science,88.11,69.71,19,0
8425,Ishani Jayasinghe,Female,Mathematics,88.11,68.69,22,0
8035,Tharindu Herath,Male,Physics,88.11,66.45,25,0
1080,Aimee Obrien,Male,Computer Science,88.11,66.07,26,0
6779,Sanduni Ekanayake,Female,Mathematics,88.1,67.78,17,0
6608,Ayesh Silva,Male,Biology,88.1,62.83,26,0
7032,Sachini Ranatunga,Female,Physics,88.09,71.35,19,0
6281,Ravindu Ranatunga,Male,Computer Science,88.09,66.69,25,0
2254,Brian Ward,Female,Mathematics,88.08,74.77,21,0
8558,Piumi Abeysekera,Female,Biology,88.08,70.25,25,0
9121,Nadeesha Herath,Female,Biology,88.08,69.68,24,0
7152,Ishara Ranatunga,Male,Computer Science,88.08,69.42,22,0
10065,Tharindu Perera,Male,Physics,88.08,68.14,22,0
10359,Lahiru Abeysekera,Male,Mathematics,88.08,64.25,19,0
7733,Sahan Madushanka,Male,Mathematics,88.07,72.84,22,0
4359,Supun Dias,Male,Computer Science,88.07,68.72,25,0
10651,Nethmi Peiris,Female,Physics,88.07,68.29,18,0
4406,Dinithi Gunawardena,Female,Biology,88.07,66.47,21,0
9912,Shehan Dias,Male,Computer Science,88.07,65.44,19,0
1055,Robert Ellis,Female,Mathematics,88.07,64.59,21,0
2504,Joshua Ortiz,Male,Physics,88.07,60.55,22,0
1693,Scott Farmer,Female,Physics,88.06,72.3,25,0
8266,Ishara Herath,Male,Biology,88.06,66.35,23,0
10872,Madhavi Madushanka,Female,Mathematics,88.06,65.44,14,0
7425,Hiruni Abeysekera,Female,Biology,88.06,64.41,25,0
5526,Nadeesha Peiris,Female,Computer Science,88.05,69.86,21,0
2756,Brenda Maddox,Male,Physics,88.05,69.21,20,0
6154,Ravindu Herath,Male,Physics,88.05,68.02,21,0
2802,Diana Boyd,Female,Computer Science,88.05,67.45,21,0
10049,Shehan Abeysekera,Male,Mathematics,88.04,74.14,22,0
8950,Nadeesha Silva,Female,Physics,88.04,65.96,22,0
3620,Supun Ekanayake,Male,Computer Science,88.04,63.09,21,0
2136,Matthew Barnes,Female,Biology,88.04,61.19,25,0
10918,Supun Wijesinghe,Male,Physics,88.03,68.31,17,0
3642,Ishara Perera,Male,Physics,88.03,66.7,21,0
7291,Nadeesha Jayasinghe,Female,Physics,88.02,78.58,21,0
5957,Dilini Herath,Female,Mathematics,88.02,71.47,21,0
7860,Nadeesha Jayasinghe,Female,Biology,88.02,70.84,20,0
3656,Kasun Herath,Male,Physics,88.02,65.55,21,0
9494,Naveen Perera,Male,Computer Science,88.0,73.29,21,0
6027,Tharindu Ekanayake,Male,Physics,88.0,72.49,20,0
5258,Ishara Madushanka,Male,Computer Science,88.0,68.38,17,0
7657,Dinithi Senanayake,Female,Computer Science,88.0,66.61,17,0
2575,Joshua Smith,Female,Mathematics,88.0,63.89,20,0
10426,Tharushi Dias,Female,Biology,87.99,68.17,24,0
10103,Dilan Senanayake,Male,Physics,87.99,64.1,21,0
5494,Ishara Herath,Male,Computer Science,87.98,71.55,25,0
4544,Madhavi Madushanka,Female,Mathematics,87.98,71.43,19,0
3754,Ayesh Abeysekera,Male,Physics,87.98,70.56,20,0
4522,Shehan Ekanayake,Male,Mathematics,87.98,63.79,18,0
1569,Jesse Nunez,Female,Physics,87.97,72.34,21,0
2170,Gina Rivera,Female,Computer Science,87.97,71.84,25,0
2858,Daniel Walton,Male,Biology,87.97,70.27,24,0
5137,Lahiru Gunawardena,Male,Mathematics,87.97,68.76,19,0
10553,Sahan Wijesinghe,Male,Physics,87.97,67.72,22,0
8302,Tharushi Perera,Female,Physics,87.97,63.4,18,0
2706,Dana Greer,Female,Mathematics,87.96,75.7,23,0
4508,Amandi Gunawardena,Female,Physics,87.96,67.4,19,0
7155,Nimal Rajapaksha,Male,Computer Science,87.95,71.33,23,0
6260,Kasun Silva,Male,Physics,87.95,67.68,23,0
2502,Penny Stephens,Female,Biology,87.95,67.41,21,0
5298,Ravindu Ekanayake,Male,Mathematics,87.94,73.67,19,0
8312,Tharushi Madushanka,Female,Computer Science,87.94,72.6,20,0
2830,Gerald Raymond,Male,Biology,87.94,72.16,23,0
3446,Sachini Fernando,Female,Computer Science,87.94,67.54,23,0
4584,Dilini Fernando,Female,Biology,87.94,65.8,18,0
1225,Kimberly Wilkins,Female,Biology,87.93,72.22,24,0
6257,Dilini Senanayake,Female,Biology,87.93,70.5,25,0
1397,Brandon Sanford,Male,Biology,87.93,67.84,23,0
5695,Ravindu Rajapaksha,Male,Mathematics,87.93,66.76,17,0
1490,Alexandra Brown,Male,Physics,87.92,69.77,20,0
10703,Ravindu Fernando,Male,Mathematics,87.92,64.92,20,0
5972,Naveen Rajapaksha,Male,Computer Science,87.92,64.51,20,0
7956,Shehan Fernando,Male,Physics,87.92,64.3,23,0
1598,Lori Taylor,Female,Mathematics,87.92,63.2,19,0
5460,Nimal Ranatunga,Male,Biology,87.91,73.64,22,0
9984,Sachini Senanayake,Female,Computer Science,87.91,71.18,22,0
6782,Sanduni Fernando,Female,Mathematics,87.91,70.5,20,0
3601,Kasun Rajapaksha,Male,Physics,87.91,70.14,24,0
7248,Sashini Gunawardena,Female,Computer Science,87.91,67.93,24,0
1366,Abigail Thomas,Male,Physics,87.91,66.85,16,0
6835,Sashini Wijesinghe,Female,Computer Science,87.91,65.82,22,0
8393,Kusal Rajapaksha,Male,Physics,87.91,65.5,25,0
2375,Denise Odom,Female,Biology,87.91,64.03,24,0
8264,Piumi Silva,Female,Mathematics,87.9,69.07,19,0
2747,Sarah Alvarado,Female,Mathematics,87.9,67.66,19,0
6059,Sanduni Rajapaksha,Female,Computer Science,87.9,67.6,23,0
6799,Lahiru Jayasinghe,Male,Computer Science,87.89,76.36,22,0
1494,Katrina Cruz,Female,Biology,87.89,70.51,19,0
5400,Nethmi Rajapaksha,Female,Biology,87.89,63.79,18,0
2508,Tom Brown,Female,Mathematics,87.88,67.31,16,0
4062,Tharindu Jayasinghe,Male,Physics,87.88,67.14,27,0
10571,Nadeesha Gunawardena,Female,Physics,87.88,66.4,22,0
7247,Sashini Fernando,Female,Computer Science,87.88,63.13,25,0
1512,Amy Flores,Male,Physics,87.87,67.95,18,0
5608,Sashini Perera,Female,Computer Science,87.87,67.22,25,0
10782,Chamara Herath,Male,Computer Science,87.87,66.87,21,0
9092,Dilini Herath,Female,Computer Science,87.86,71.25,21,0
5535,Supun Peiris,Male,Mathematics,87.86,70.53,20,0
5553,Ishani Jayasinghe,Female,Computer Science,87.86,68.04,21,0
1741,James Watson,Male,Physics,87.86,65.75,18,0
