StudentID,FirstName,LastName,Gender,DateOfBirth,Major,GPA
1892,John,Simmons,Female,1992-01-07,Computer Science,3.71
1893,Wendy,Casey,Male,2000-03-01,Mathematics,4.0
1894,Elizabeth,Clark,Male,2000-04-20,Physics,3.38
1895,Mary,Lin,Female,1994-01-26,Computer Science,2.65
1896,Gabriel,Flores,Male,1999-09-13,Physics,2.57
1897,Adam,Ellis,Male,1993-04-26,Physics,2.41
1898,Jesse,Garner,Female,1991-12-09,Mathematics,3.61
1899,Yolanda,Rowe,Male,2004-03-18,Computer Science,2.53
1900,Nicole,Miles,Male,1993-04-16,Mathematics,2.0
1901,Shane,Cook,Female,1991-11-01,Biology,2.52
1902,Laura,Jones,Female,2001-01-26,Biology,2.21
1903,Rose,Johnson,Female,1991-07-05,Physics,2.97
1904,Tammy,Jones,Female,2000-05-11,Mathematics,2.9
1905,Laura,Guerrero,Female,1990-01-24,Physics,2.3
1906,Jessica,Williams,Male,2000-01-19,Physics,3.29
1907,Allen,Russell,Male,1992-10-28,Physics,2.38
1908,Danielle,Holland,Female,2002-08-04,Physics,3.75
1909,Monica,Wilson,Female,1993-06-26,Physics,3.11
1910,Cynthia,Maxwell,Male,1991-12-16,Computer Science,3.16
1911,Arthur,Pacheco,Female,1990-02-17,Biology,2.3
1912,Jacqueline,Gray,Male,1992-04-27,Physics,2.59
1913,Lisa,Quinn,Male,1997-09-20,Mathematics,2.84
1914,Steven,Rocha,Female,1994-03-26,Physics,2.86
1915,Ashley,Clark,Female,1990-07-16,Mathematics,2.89
1916,Maria,Roach,Female,2002-06-02,Computer Science,2.41
1917,Matthew,Gaines,Male,1994-12-09,Mathematics,2.0
1918,Stephanie,Pearson,Female,1998-01-06,Biology,3.32
1919,Katherine,Parks,Female,1991-06-22,Computer Science,2.52
1920,Timothy,Hayes,Male,2001-08-04,Biology,2.0
1921,Steven,Warner,Male,1993-04-15,Mathematics,2.5
1922,Jessica,Jones,Female,2000-05-07,Biology,3.16
1923,Colleen,Cuevas,Female,1997-05-03,Mathematics,3.81
1924,Eric,Wells,Female,1996-05-09,Physics,3.36
1925,Tanya,Hogan,Male,1996-05-24,Mathematics,2.73
1926,Deborah,Turner,Male,1996-03-01,Physics,2.61
1927,Jorge,Castro,Female,1997-11-05,Physics,2.58
1928,Robert,Norman,Female,2004-10-17,Mathematics,3.33
1929,Mikayla,Crane,Male,2001-10-25,Biology,3.36
1930,Jack,Jackson,Male,2003-12-01,Physics,3.24
1931,Stephanie,Miller,Female,2003-11-08,Physics,3.42
1932,Peter,Thomas,Male,1999-12-29,Biology,3.33
1933,Wendy,Walters,Male,1994-09-02,Computer Science,2.0
1934,Steven,Johnson,Female,1992-11-12,Computer Science,2.9
1935,Nichole,Robertson,Male,1994-07-11,Biology,3.99
1936,Steven,Oliver,Female,1990-08-17,Computer Science,2.83
1937,Morgan,Sullivan,Male,1992-12-25,Physics,2.44
1938,Matthew,Bridges,Male,2004-11-26,Mathematics,2.72
1939,David,Ortiz,Female,1999-12-12,Physics,3.5
1940,Rachel,Gardner,Female,1990-01-31,Mathematics,3.84
1941,Joshua,Oneill,Male,2001-05-09,Physics,2.2
1942,Brittany,Lawson,Male,1992-04-06,Biology,2.62
1943,Mary,White,Male,1991-06-30,Mathematics,2.59
1944,Erin,Johnson,Male,1999-11-11,Physics,2.99
1945,Misty,Gardner,Male,2001-09-23,Biology,2.96
1946,Sarah,West,Male,1995-12-31,Mathematics,3.36
1947,Alexandra,Colon,Female,2002-12-27,Computer Science,2.83
1948,Christopher,Nguyen,Male,2004-07-31,Mathematics,4.0
1949,Charles,Thomas,Male,1993-08-04,Computer Science,2.98
1950,Brittany,Nelson,Female,2004-01-14,Physics,2.5
1951,Christopher,Jones,Female,2001-11-12,Biology,3.43
1952,Brandon,Cooper,Female,1993-08-20,Biology,2.0
1953,Michelle,Willis,Female,1998-10-10,Physics,2.15
1954,Jennifer,Martin,Male,1991-09-23,Computer Science,3.67
1955,Phillip,Garcia,Female,1996-08-12,Biology,2.0
1956,Jonathan,Wilson,Male,2005-06-07,Biology,3.71
1957,Thomas,Weaver,Male,1990-08-27,Computer Science,3.5
1958,Christopher,Lucas,Male,2002-03-02,Mathematics,3.02
1959,Tony,Hernandez,Female,1991-03-19,Computer Science,2.56
1960,Tiffany,Smith,Male,2005-08-09,Mathematics,3.02
1961,Rebecca,Solis,Male,1998-12-16,Mathematics,3.6
1962,Katelyn,Jones,Female,2001-08-23,Mathematics,2.8
1963,Daniel,Wong,Female,1997-10-05,Mathematics,3.67
1964,Kelly,Payne,Male,2001-07-08,Computer Science,2.59
1965,John,Ray,Male,1990-11-01,Mathematics,2.81
1966,David,Juarez,Female,1993-04-20,Physics,3.7
1967,Amber,Johns,Male,2003-04-09,Computer Science,3.34
1968,Emily,Norris,Male,2001-01-28,Biology,2.92
1969,Edward,Haney,Female,2001-11-26,Biology,3.89
1970,Lauren,Pratt,Female,1990-03-04,Physics,2.03
1971,Stacey,Franklin,Male,1994-04-09,Physics,2.92
1972,Heather,Harper,Male,1996-05-16,Biology,2.78
1973,Meagan,Fritz,Male,1996-10-19,Biology,3.25
1974,Allison,Bell,Male,1999-10-28,Computer Science,3.04
1975,Joshua,Stone,Female,1991-10-13,Computer Science,2.5
1976,Anita,Young,Female,2003-09-08,Mathematics,2.38
1977,Kaitlin,Berry,Male,2000-11-03,Computer Science,3.33
1978,Tiffany,Petersen,Female,1998-03-28,Physics,2.43
1979,Sherry,Johnson,Female,1990-04-02,Physics,3.83
1980,Carly,Kramer,Female,2000-03-23,Biology,3.25
1981,Philip,Smith,Male,2003-10-25,Mathematics,2.0
1982,David,Morris,Female,1991-09-01,Mathematics,3.44
1983,Kimberly,Cooper,Female,2000-05-15,Mathematics,3.5
1984,Joshua,Pineda,Male,1997-11-23,Biology,2.3
1985,Michael,Crawford,Female,1992-01-30,Physics,2.59
1986,Robert,Smith,Male,1993-05-02,Physics,3.07
1987,Heidi,Lopez,Male,1998-02-11,Physics,2.76
1988,Michele,Adams,Male,1992-09-05,Mathematics,2.37
1989,Joseph,Young,Male,1998-03-26,Biology,3.12
1990,Adam,Smith,Male,2003-07-23,Mathematics,2.17
1991,Kevin,Marshall,Female,1991-08-13,Physics,3.94
1992,Bruce,Flores,Male,2003-02-17,Mathematics,2.27
1993,Jennifer,Herrera,Male,2005-03-15,Biology,2.82
1994,Christopher,Woodard,Male,1991-12-19,Biology,2.69
1995,Anna,Ryan,Female,1994-11-11,Computer Science,2.41
1996,Lisa,Chavez,Female,1990-05-23,Mathematics,2.8
1997,Robert,Ramos,Male,2002-11-12,Mathematics,3.87
1998,Michael,Flynn,Male,1990-11-09,Mathematics,2.52
1999,Alicia,Cooke,Male,1992-01-03,Mathematics,3.34
2000,Kelly,Spencer,Male,1999-10-26,Computer Science,3.65
2001,Jill,Perez,Female,1994-05-27,Physics,2.44
2002,Dwayne,Williams,Female,1992-07-01,Physics,2.28
2003,Nichole,Miller,Female,2002-11-06,Biology,3.38
2004,Louis,Collins,Male,2003-08-25,Mathematics,2.79
2005,Tristan,Dawson,Male,2002-09-22,Mathematics,2.79
2006,Jason,Barber,Male,2004-09-16,Mathematics,4.0
2007,Valerie,King,Male,1995-02-12,Mathematics,2.96
2008,John,Frye,Male,1993-05-26,Mathematics,3.21
2009,Debbie,Martin,Female,1997-09-30,Physics,2.78
2010,Michael,Richardson,Male,1994-04-18,Physics,2.77
2011,Kevin,Smith,Male,1993-01-18,Physics,3.14
2012,Anthony,Anderson,Male,1996-12-12,Biology,4.0
2013,Kathleen,Barrera,Male,1992-06-02,Physics,3.16
2014,Sean,Henderson,Female,2001-01-23,Biology,2.93
2015,Kristin,Brown,Female,1999-07-30,Physics,3.7
2016,Micheal,Garcia,Male,1995-01-08,Physics,3.31
2017,Courtney,Hunter,Female,1992-09-22,Biology,2.53
2018,Katherine,Harris,Male,1997-11-28,Computer Science,2.66
2019,Chelsea,Cardenas,Male,1992-08-05,Computer Science,2.0
2020,Philip,Wolfe,Male,2000-10-02,Physics,3.19
2021,Matthew,Pace,Female,1994-04-15,Mathematics,2.4
2022,Christopher,Blake,Male,1991-08-26,Biology,2.52
2023,Ronald,Brown,Male,2002-05-11,Physics,2.06
2024,Ryan,Green,Male,1999-10-15,Physics,2.29
2025,Rebecca,Gibson,Female,2004-01-21,Biology,3.46
2026,Willie,Smith,Male,1997-02-07,Biology,4.0
2027,Christine,Jackson,Male,2003-05-01,Physics,2.8
2028,Rachael,Munoz,Female,2001-08-15,Biology,3.09
2029,Vanessa,Jones,Female,1997-01-24,Physics,2.63
2030,Nicole,Anderson,Female,1992-10-19,Computer Science,2.58
2031,Cindy,Thompson,Female,2003-06-10,Computer Science,2.6
2032,Tonya,Long,Male,1990-12-06,Physics,2.9
2033,Donna,Lewis,Male,2005-10-08,Biology,3.77
2034,Brian,Vasquez,Male,1998-07-24,Biology,2.91
2035,Emily,Moran,Male,1990-04-25,Physics,2.44
2036,Robert,Cowan,Female,1991-06-23,Mathematics,3.57
2037,Stephanie,Jackson,Female,1998-02-04,Mathematics,4.0
2038,Christine,Thomas,Female,1994-01-23,Computer Science,2.4
2039,William,Blake,Female,2001-03-14,Mathematics,2.82
2040,Brittney,Kirby,Female,1993-04-18,Physics,3.02
2041,Jessica,Jones,Female,1995-07-15,Physics,3.87
2042,Steven,Flores,Male,2004-08-06,Computer Science,3.01
2043,Jessica,Shannon,Female,1994-05-20,Biology,3.47
2044,Joshua,Bender,Female,1995-07-16,Mathematics,3.64
2045,Allison,Browning,Male,1995-11-25,Mathematics,2.44
2046,Cindy,Oconnor,Female,1997-09-16,Computer Science,2.81
2047,Kevin,Stewart,Male,2003-11-22,Physics,3.98
2048,Joseph,Delgado,Female,2000-03-04,Computer Science,2.92
2049,Matthew,Bradley,Male,1995-05-19,Physics,2.08
2050,Derek,Carney,Male,1999-04-08,Biology,2.94
2051,Ronald,Jordan,Male,1995-08-13,Computer Science,3.26
2052,Jason,Williams,Male,1997-05-27,Computer Science,3.22
2053,Marissa,Burns,Female,2001-01-27,Physics,3.31
2054,Adam,Burgess,Female,1992-03-02,Physics,2.64
2055,Ian,Vargas,Male,2005-09-28,Physics,2.99
2056,Darren,Schwartz,Female,2002-12-13,Biology,2.61
2057,Tiffany,Dawson,Female,1997-12-02,Computer Science,3.54
2058,Dale,Baxter,Male,2000-05-28,Mathematics,2.65
2059,Robert,Carter,Female,2004-06-08,Computer Science,2.98
2060,Dorothy,Jackson,Female,1996-08-29,Mathematics,4.0
2061,Matthew,Campbell,Male,1996-05-24,Computer Science,2.8
2062,Anthony,Woods,Female,1996-03-10,Biology,3.66
2063,Karen,Robertson,Male,1999-11-30,Physics,3.31
2064,Jordan,Wilson,Male,2003-09-01,Biology,2.5
2065,Paula,French,Male,1999-10-23,Physics,2.68
2066,Ann,Baldwin,Male,2000-03-29,Physics,3.41
2067,Michael,Williams,Male,2000-12-13,Biology,2.4
2068,Mark,Whitney,Male,1994-05-22,Physics,2.53
2069,Jason,Abbott,Female,2001-11-11,Physics,3.18
2070,Monica,Rodriguez,Male,1998-12-13,Mathematics,2.99
2071,Nancy,Brady,Male,1992-10-07,Physics,2.0
2072,Lindsay,Cisneros,Female,2004-01-24,Computer Science,2.83
2073,Ashlee,Williams,Male,1998-03-19,Biology,3.21
2074,Jennifer,Miller,Female,1999-12-07,Computer Science,2.26
2075,Ashley,Washington,Male,1998-09-21,Mathematics,3.15
2076,Jessica,Gibbs,Male,1994-02-25,Physics,4.0
2077,Mason,Rodriguez,Male,1996-12-06,Computer Science,2.84
2078,Jennifer,Wilson,Female,1997-05-17,Mathematics,3.59
2079,Kaitlyn,Nichols,Male,2002-09-27,Physics,2.0
2080,Melanie,Gonzales,Female,1996-01-23,Computer Science,3.44
2081,Donna,Thompson,Female,1990-04-11,Biology,2.55
2082,Nicole,Martin,Female,1994-04-11,Computer Science,3.26
2083,Walter,Martin,Male,2004-10-04,Mathematics,3.21
2084,Anthony,Martin,Female,1996-11-11,Physics,2.98
2085,Wayne,Harris,Female,1999-07-01,Mathematics,3.49
2086,Danielle,Atkinson,Female,1999-12-05,Computer Science,2.79
2087,Andrew,Ward,Male,1994-08-01,Physics,3.46
2088,Jennifer,Howe,Female,1993-12-31,Computer Science,3.13
2089,Benjamin,Williams,Male,1997-05-19,Physics,2.84
2090,Betty,Morris,Male,1993-11-20,Biology,2.5
2091,Heather,Johnson,Male,1999-05-13,Computer Science,2.95
2092,Evan,Hall,Female,1995-02-04,Computer Science,2.99
2093,Michael,King,Female,1995-12-11,Biology,2.82
2094,Briana,Buchanan,Female,1994-08-28,Mathematics,3.3
2095,Angela,Manning,Male,2002-03-25,Physics,3.25
2096,Amber,Short,Female,1992-01-31,Physics,3.0
2097,Shelby,Johnson,Female,1993-03-04,Computer Science,2.85
2098,Tracy,Brown,Female,2003-05-23,Mathematics,3.79
2099,Valerie,Beck,Female,1996-10-17,Biology,2.93
2100,Kimberly,Morton,Female,1991-11-30,Computer Science,2.61
2101,Emily,Washington,Male,2000-01-18,Physics,2.0
2102,Jasmine,Stone,Female,2000-12-03,Biology,2.75
2103,Angela,Ross,Female,2002-08-08,Physics,2.0
2104,Erika,Smith,Male,2005-11-27,Computer Science,2.0
2105,Juan,Allen,Female,1999-12-09,Physics,2.0
2106,Thomas,Bailey,Male,1992-05-16,Computer Science,2.7
2107,Cathy,Snyder,Male,1996-08-19,Computer Science,2.19
2108,Valerie,Howard,Female,1991-04-16,Mathematics,3.17
2109,Steve,Martin,Male,1994-05-25,Biology,2.7
2110,Amanda,Williams,Male,2005-10-07,Physics,3.3
2111,Karen,Reyes,Male,2005-02-16,Biology,2.71
2112,Robert,Jenkins,Female,2001-10-04,Physics,2.83
2113,Robyn,Williams,Male,2000-04-08,Mathematics,3.01
2114,Edward,Collins,Female,2001-01-25,Biology,2.65
2115,Rebecca,Franklin,Male,2004-07-13,Computer Science,2.88
2116,Carol,Morris,Male,2005-07-06,Computer Science,3.49
2117,Joseph,Trujillo,Female,1998-06-26,Computer Science,3.3
2118,Gregory,Burnett,Male,2005-02-21,Biology,3.14
2119,Sarah,Lee,Female,1997-12-15,Biology,3.98
2120,Patricia,Brandt,Female,1997-10-19,Physics,3.71
2121,Kristin,Cobb,Female,1992-11-30,Physics,3.22
2122,Joann,Murphy,Female,2004-05-06,Biology,2.52
2123,Monica,Castro,Male,1997-08-14,Biology,2.12
2124,Michael,Sanders,Female,1990-08-31,Physics,3.25
2125,Bailey,Calderon,Female,2000-07-23,Physics,3.91
2126,Sandra,Winters,Male,1999-10-28,Computer Science,2.93
2127,Brittany,Young,Male,1997-01-30,Computer Science,3.56
2128,Lawrence,Reynolds,Female,2000-06-04,Mathematics,3.58
2129,Nicole,Martin,Male,1994-06-12,Physics,3.53
2130,Jennifer,Stafford,Female,1991-07-28,Physics,3.19
2131,Kristin,Cook,Female,2004-03-07,Biology,3.46
2132,Barry,Garcia,Male,1994-04-05,Biology,2.38
2133,Sara,Smith,Female,1998-12-14,Biology,3.24
2134,Ruben,Mcdonald,Female,1995-07-12,Mathematics,2.99
2135,Timothy,Paul,Male,1991-09-12,Mathematics,3.32
2136,Matthew,Barnes,Female,1994-08-27,Biology,3.68
2137,Lindsay,Carroll,Male,1993-06-23,Computer Science,2.81
2138,Justin,Whitehead,Male,2002-08-03,Physics,4.0
2139,Jeffrey,Taylor,Female,2003-06-22,Biology,3.5
2140,Brandon,King,Male,2000-02-13,Biology,3.3
2141,Kaitlyn,Castillo,Female,1997-09-17,Physics,2.26
2142,Pamela,Roberts,Female,2003-11-26,Mathematics,2.14
2143,Sarah,Schroeder,Female,1997-11-11,Mathematics,3.6
2144,James,Jordan,Male,1996-11-06,Computer Science,3.2
2145,Joseph,Swanson,Female,1997-01-24,Physics,3.27
2146,John,Valdez,Female,1991-12-09,Biology,2.48
2147,Cody,Bowman,Female,1992-01-25,Biology,2.66
2148,Kyle,Cisneros,Male,2001-02-16,Mathematics,2.0
2149,Charles,Morales,Male,1997-06-19,Mathematics,2.54
2150,Matthew,Zamora,Female,2000-03-23,Computer Science,3.48
2151,Daniel,White,Female,1991-09-08,Mathematics,2.81
2152,Brandi,Bush,Female,2005-10-24,Biology,3.71
2153,Jennifer,Brown,Female,1992-07-09,Mathematics,2.49
2154,Karen,James,Male,1998-12-21,Mathematics,2.49
2155,Eugene,Davidson,Male,2003-08-28,Biology,2.79
2156,Kelly,Chapman,Male,2004-05-05,Physics,4.0
2157,Jesse,Willis,Male,1998-03-25,Computer Science,3.62
2158,Jessica,Perry,Male,1993-10-14,Computer Science,2.2
2159,Robert,Patton,Female,2004-07-15,Mathematics,3.21
2160,Laura,Roberson,Female,1996-06-29,Mathematics,3.15
2161,Timothy,Perry,Female,2000-05-26,Mathematics,3.32
2162,Alison,Anderson,Female,1993-04-11,Physics,3.44
2163,Gail,Martinez,Female,1997-05-16,Physics,3.03
2164,Ryan,Henderson,Female,1990-08-29,Physics,2.85
2165,Joshua,Hayes,Female,2002-05-14,Computer Science,2.0
2166,Benjamin,Garcia,Female,2002-09-04,Computer Science,2.16
2167,Kevin,Morgan,Male,1995-05-04,Physics,2.57
2168,Roger,Costa,Male,2004-09-20,Physics,3.37
2169,Kenneth,Martin,Male,1991-01-02,Biology,3.15
2170,Gina,Rivera,Female,1998-04-16,Computer Science,3.35
2171,Tina,Phillips,Male,2004-08-26,Computer Science,2.43
2172,Amanda,Smith,Male,2005-03-01,Biology,3.18
2173,Wesley,Rhodes,Male,1992-10-25,Biology,2.68
2174,Linda,Armstrong,Female,1994-08-14,Mathematics,2.0
2175,Corey,Sampson,Female,1992-05-16,Biology,3.19
2176,Timothy,Norman,Male,1991-03-13,Mathematics,2.93
2177,Michael,Young,Female,1995-07-04,Computer Science,2.13
2178,Natalie,Williams,Female,1991-02-20,Mathematics,3.43
2179,Claire,Beltran,Female,2001-12-09,Biology,2.78
2180,Tyler,Mclaughlin,Female,2004-07-22,Mathematics,3.05
2181,William,Chavez,Male,2000-03-07,Computer Science,2.39
2182,Paul,Anderson,Male,2000-02-28,Physics,3.08
2183,Kim,Hurst,Female,1997-06-24,Mathematics,3.18
2184,April,Hernandez,Female,2003-05-13,Physics,3.57
2185,John,Williams,Female,1993-01-10,Physics,2.38
2186,Zachary,Wright,Female,1996-11-16,Mathematics,3.04
2187,Lisa,Hernandez,Female,2001-06-25,Biology,2.05
2188,Jeffrey,Pollard,Male,1991-07-24,Physics,3.0
2189,Michelle,Lynch,Male,2001-02-11,Mathematics,2.71
2190,Cassandra,Powell,Female,1997-11-20,Biology,3.64
2191,Edward,Harris,Male,2001-07-17,Biology,2.62
2192,Michael,Gonzalez,Female,1998-12-12,Computer Science,4.0
2193,Teresa,Cruz,Female,2000-01-05,Biology,2.77
2194,Joshua,Walker,Male,2004-08-11,Physics,2.59
2195,Kristin,Chapman,Male,1993-11-17,Computer Science,2.79
2196,Mitchell,Robinson,Male,1996-10-06,Physics,3.33
2197,Diane,Mckay,Female,1996-12-20,Biology,2.7
2198,Jessica,Patel,Male,1999-03-21,Computer Science,2.67
2199,George,Reynolds,Male,2005-06-11,Physics,2.26
2200,Jason,Berry,Female,2001-10-31,Biology,3.24
2201,Austin,Freeman,Male,1999-08-16,Mathematics,2.99
2202,Carl,Martinez,Male,2000-03-14,Physics,2.95
2203,Seth,Hanson,Male,1990-10-03,Computer Science,2.41
2204,Debra,Gomez,Male,1993-10-12,Physics,2.91
2205,Alexander,Haney,Female,1991-08-30,Computer Science,2.86
2206,Ashley,Drake,Male,1992-06-21,Biology,2.37
2207,John,Smith,Female,1994-06-25,Biology,2.97
2208,Randy,Meyer,Male,1992-10-21,Physics,4.0
2209,Alicia,Ball,Female,1994-09-02,Computer Science,2.29
2210,Steven,Holmes,Female,2000-04-14,Computer Science,2.77
2211,David,Thompson,Female,2005-01-25,Computer Science,3.0
2212,Hayden,Smith,Female,1994-06-25,Biology,2.67
2213,Zachary,Pennington,Female,2001-11-11,Computer Science,2.33
2214,Sherry,Martinez,Female,2001-02-05,Computer Science,2.43
2215,Mark,Collier,Female,2001-07-28,Mathematics,3.11
2216,Robert,Michael,Female,1997-10-08,Mathematics,2.82
2217,James,Pacheco,Female,2000-09-05,Biology,3.55
2218,Autumn,Ferguson,Female,1998-10-02,Computer Science,3.41
2219,Grace,Hunter,Male,1995-07-16,Physics,3.76
2220,Tonya,Green,Female,1995-11-11,Physics,4.0
2221,Richard,Garcia,Male,1996-09-07,Physics,3.05
2222,Daniel,Andrews,Female,1996-03-29,Physics,3.62
2223,Kyle,Ramos,Male,1994-08-09,Computer Science,2.45
2224,Marcus,Mccarthy,Male,1992-05-03,Biology,3.79
2225,Patricia,Velasquez,Male,1991-08-11,Physics,3.17
2226,Samuel,Moyer,Male,2002-02-28,Computer Science,3.13
2227,Tammy,Simmons,Male,1994-01-11,Biology,3.11
2228,Laura,Wilkinson,Female,2002-03-19,Physics,2.93
2229,Jennifer,Duarte,Female,1998-10-26,Biology,2.37
2230,Wanda,Vasquez,Female,2001-04-06,Physics,2.79
2231,Michael,Meza,Female,2005-01-12,Mathematics,2.71
2232,Latoya,Martin,Female,2001-07-19,Computer Science,2.67
2233,Cameron,Crane,Female,1995-03-19,Biology,2.72
2234,Laura,Gordon,Male,1996-07-10,Physics,3.32
2235,Cheryl,Thompson,Male,2005-10-13,Mathematics,2.5
2236,Erin,Chen,Male,1996-02-08,Biology,2.69
2237,Stacie,Thompson,Female,1992-06-22,Computer Science,2.4
2238,Arthur,Horne,Female,1997-07-18,Computer Science,3.22
2239,Barbara,Cannon,Male,1991-10-24,Physics,3.7
2240,Danny,Jensen,Female,2003-08-29,Physics,3.3
2241,Bryan,Avila,Female,2004-03-13,Biology,2.53
2242,Angel,Carroll,Male,1992-11-23,Physics,2.71
2243,Randall,Byrd,Female,1995-02-12,Mathematics,3.23
2244,Cameron,Smith,Female,2004-06-18,Mathematics,2.02
2245,Jessica,Knight,Female,1995-10-30,Physics,2.84
2246,Sandy,Smith,Female,1993-12-14,Computer Science,3.43
2247,Robert,Wong,Female,2002-07-18,Physics,2.0
2248,David,Garcia,Female,1995-09-22,Biology,3.42
2249,Laura,Cole,Female,1991-10-16,Computer Science,2.38
2250,Frances,Webb,Male,2001-07-23,Biology,2.81
2251,Melissa,Garza,Female,2000-11-09,Mathematics,3.05
2252,Donald,Sweeney,Female,1990-03-30,Biology,3.01
2253,Eric,Smith,Female,2002-05-06,Biology,3.06
2254,Brian,Ward,Female,1991-03-12,Mathematics,3.58
2255,Alexandra,Barnes,Female,1999-06-02,Physics,3.52
2256,Douglas,Bass,Female,1996-05-10,Computer Science,3.25
2257,Alexandra,Cameron,Female,1993-12-22,Physics,3.82
2258,Jason,Gibson,Female,1993-11-17,Computer Science,2.77
2259,Jessica,Black,Female,1993-01-08,Computer Science,2.58
2260,Kelly,Jones,Male,2001-02-19,Computer Science,2.45
2261,Robert,Owens,Male,2001-12-25,Computer Science,3.63
2262,Laura,Yoder,Male,2004-07-25,Computer Science,3.19
2263,Brett,Wade,Female,1998-09-15,Physics,3.11
2264,Joan,Baker,Male,1997-10-04,Physics,4.0
2265,Sally,Thompson,Female,2004-02-26,Biology,2.46
2266,Roy,Johnson,Male,1991-03-30,Computer Science,2.84
2267,Jennifer,Fisher,Male,1998-06-14,Mathematics,2.61
2268,James,Sheppard,Female,1998-12-04,Biology,3.06
2269,Anthony,Melton,Female,2005-07-26,Physics,2.76
2270,Joseph,Singh,Male,2004-09-20,Computer Science,2.65
2271,David,Bryant,Male,1999-12-02,Computer Science,3.3
2272,Jennifer,Leblanc,Male,1994-02-08,Computer Science,2.82
2273,Daniel,Hunt,Female,2003-04-06,Physics,3.37
2274,Elizabeth,Jackson,Female,2003-11-26,Biology,4.0
2275,Steven,Davis,Female,1999-10-09,Computer Science,4.0
2276,Kyle,Cross,Male,1994-05-23,Physics,2.0
2277,Sharon,Clark,Male,1998-09-13,Physics,3.17
2278,Kaitlin,Townsend,Female,1994-05-29,Physics,2.9
2279,Tina,Tanner,Female,1997-09-28,Biology,3.31
2280,Edward,Ortiz,Male,2000-03-29,Biology,3.47
2281,Victoria,Gonzalez,Male,1997-07-06,Physics,2.96
2282,David,Quinn,Female,1995-11-10,Physics,3.18
2283,Jennifer,Schneider,Male,1998-03-24,Biology,3.01
2284,Martha,French,Female,1992-10-15,Physics,2.76
2285,Daniel,Floyd,Male,2005-07-20,Biology,3.05
2286,Shelly,Hardin,Male,1992-08-08,Biology,2.87
2287,Brittany,Carroll,Female,2000-06-03,Mathematics,3.02
2288,Angela,Skinner,Male,1993-10-25,Mathematics,3.46
2289,Victor,Walker,Female,1997-01-07,Physics,2.5
2290,Jason,Banks,Male,1992-10-09,Mathematics,3.16
2291,Erica,Moore,Male,2005-10-09,Computer Science,2.99
2292,Margaret,Austin,Female,1993-01-29,Physics,2.51
2293,Stephanie,Cunningham,Male,1992-05-10,Biology,2.0
2294,Curtis,Wall,Male,1997-07-15,Physics,2.99
2295,Steven,Hale,Female,1998-10-25,Computer Science,2.97
2296,Laurie,Jones,Male,1997-03-31,Biology,2.94
2297,Stephanie,Bray,Female,1992-09-12,Mathematics,3.41
2298,Jennifer,Reeves,Male,2000-05-21,Physics,3.03
2299,Richard,Grant,Female,1990-03-03,Physics,3.56
2300,Angela,Williams,Male,2005-10-11,Biology,3.46
2301,Kimberly,Cook,Male,2004-08-05,Computer Science,3.34
2302,Stephanie,Smith,Male,2004-01-15,Biology,3.85
2303,Raven,Ward,Male,2004-09-07,Biology,2.0
2304,Tracy,Mitchell,Male,1994-09-01,Physics,2.72
2305,Stephanie,Bell,Female,1992-01-24,Physics,3.23
2306,Clifford,Fisher,Male,1995-03-29,Mathematics,2.78
2307,Steve,Harris,Female,1991-11-25,Computer Science,3.08
2308,Stephen,Fowler,Male,1997-06-07,Computer Science,2.36
2309,Allison,Wade,Female,2003-12-24,Computer Science,3.47
2310,Richard,Robinson,Female,1992-11-10,Computer Science,2.22
2311,Pedro,Rodgers,Female,2001-05-20,Physics,2.79
2312,Randy,Mclaughlin,Female,2001-12-20,Mathematics,2.54
2313,Allison,Jenkins,Female,1993-12-03,Mathematics,3.46
2314,Brittany,Rodriguez,Male,1994-07-20,Computer Science,2.88
2315,Travis,Gonzalez,Male,2000-08-10,Physics,4.0
2316,Zachary,Alvarez,Female,1990-03-02,Computer Science,2.0
2317,Susan,Kelley,Male,2005-08-10,Physics,2.04
2318,Judy,Merritt,Female,1998-07-14,Physics,3.64
2319,Timothy,Lee,Male,1991-06-13,Computer Science,2.0
2320,Charlotte,Henderson,Male,1993-01-08,Physics,2.73
2321,Edward,Simon,Male,1993-07-17,Computer Science,2.87
2322,Anne,Wagner,Male,2005-07-15,Computer Science,2.12
2323,Joshua,Hawkins,Male,1991-02-21,Mathematics,2.23
2324,Cameron,Rodriguez,Female,1990-07-17,Computer Science,3.75
2325,William,Mccormick,Male,1997-07-07,Mathematics,3.57
2326,Jose,Mooney,Male,1999-03-19,Computer Science,3.43
2327,Lori,Johnson,Male,1995-05-22,Mathematics,3.16
2328,Linda,Powers,Female,2002-11-12,Biology,3.68
2329,Isabel,Holt,Female,2001-01-24,Biology,2.72
2330,Alexander,Martin,Female,1997-05-13,Biology,3.16
2331,Brad,Case,Female,2003-12-26,Biology,3.61
2332,Kim,Meyers,Male,1994-02-22,Biology,3.39
2333,Tony,Leonard,Male,1999-06-07,Physics,4.0
2334,Cynthia,Nguyen,Female,1999-07-31,Computer Science,3.33
2335,Michael,Rosales,Female,1992-07-16,Biology,2.39
2336,Cesar,Howard,Female,1996-10-25,Computer Science,2.63
2337,Douglas,Bryant,Male,1992-04-11,Physics,2.3
2338,Brittany,Jensen,Female,1991-05-24,Physics,2.17
